Date,BND,SPY,TSLA
2015-01-05,0.002903190470950223,-0.01805959733310958,-0.04204102817052724
2015-01-06,0.0028954792340005753,-0.009419139978101398,0.005664237314159992
2015-01-07,0.0006018182296658736,0.012461678549864352,-0.0015619306272327549
2015-01-08,-0.0015626438792033515,0.017744459295627735,-0.0015643062581811584
2015-01-09,0.0016854810611903748,-0.0080134128930337,-0.018801629106854012
2015-01-12,0.0013223292576629575,-0.007833623992345884,-0.021532914950603166
2015-01-13,0.0009599282752121852,-0.002812901517617594,0.010088497728839352
2015-01-14,0.0022785121159960564,-0.006037127886396876,-0.05659733676235856
2015-01-15,0.00442802173357415,-0.009160689430251723,-0.004255528597720826
2015-01-16,-0.0029786848131236887,0.01311412263354561,0.006254228739435819
2015-01-20,-0.001075113453697596,0.0021328799520494712,-0.00590461088227523
2015-01-21,-0.0019137793172561146,0.005048124556842115,0.024175518017267583
2015-01-22,0.0002392196296507887,0.014870602916863263,0.02569055090301542
2015-01-23,0.003235605384638962,-0.005482417427618236,-0.0016366947705445112
2015-01-26,-0.0011943873149756756,0.0023418769153313868,0.02613147671721605
2015-01-27,0.0005971586113207028,-0.013190677525351191,-0.0027596300325537504
2015-01-28,0.003585430538366685,-0.012824461216194405,-0.03209052877530916
2015-01-29,-0.0010715252258549635,0.0092434991196646,0.02924214605280495
2015-01-30,0.005483430522363664,-0.01257478928910949,-0.007797333058199185
2015-02-02,-0.0011880843937309704,0.012384008175177375,0.0360511389604945
2015-02-03,-0.0030915535133869687,0.01446134730084192,0.0351758385028933
2015-02-04,0.00035738401120255503,-0.0038080661463000265,0.0008701251992371262
2015-02-05,-0.002146707260531233,0.010095539009556065,0.011164535201252157
2015-02-06,-0.006453727475849047,-0.0027657242397133297,-0.016426056915829212
2015-02-09,-0.00036179216494314215,-0.004475656855341903,0.0005520394593698796
2015-02-10,-0.0018044738636903146,0.010653340786487275,-0.005471765552931385
2015-02-11,0.0,0.0005799270946256208,-0.016135698387415576
2015-02-12,0.00048205452467597887,0.009617285255195007,-0.04661658846022321
2015-02-13,-0.002289880068700789,0.004116117812845266,0.004386864226918918
